# Parameter : G->GG gs = 1.66238 P = 300 T = 1 z = 0.25 mDSqr= 4.14527 Qs^2 = 20.1586 q0= 0.777193 q3= 7.22437 muSqr= 0.444905
 t Sum LODeriv NLODeriv NLODeriv2 LOSpect NLOSpect NLOSpect2 
0.216 0.0171689 0.0125437 0.00216303 0.00462518 0.256272 0.0502509 0.113222
0.216889 0.0172405 0.0125439 0.00216343 0.00469662 0.257526 0.0504672 0.113685
0.217778 0.0171901 0.012544 0.00216383 0.00464602 0.258781 0.0506835 0.114154
0.218667 0.0173076 0.0125442 0.00216422 0.00476337 0.260035 0.0508999 0.114619
0.219556 0.0173543 0.0125443 0.00216461 0.00480997 0.26129 0.0511164 0.115095
0.220444 0.0172899 0.0125445 0.002165 0.00474543 0.262544 0.0513328 0.115576
0.221333 0.017203 0.0125446 0.00216538 0.00465839 0.263799 0.0515493 0.116051
0.222222 0.0172583 0.0125447 0.00216576 0.00471361 0.265053 0.0517659 0.116517
0.223111 0.01727 0.0125448 0.00216614 0.00472518 0.266308 0.0519824 0.116988
0.224 0.0171325 0.0125449 0.00216651 0.00458756 0.267562 0.052199 0.117461
0.224889 0.0172754 0.012545 0.00216687 0.00473047 0.268817 0.0524157 0.117919
0.225778 0.0172606 0.012545 0.00216723 0.0047156 0.270071 0.0526324 0.118392
0.226667 0.0172224 0.0125451 0.00216758 0.0046773 0.271326 0.0528491 0.118864
0.227556 0.0173749 0.0125452 0.00216792 0.00482979 0.27258 0.0530659 0.119332
0.228444 0.0171726 0.0125452 0.00216825 0.00462743 0.273835 0.0532827 0.119815
0.229333 0.017278 0.0125452 0.00216858 0.00473281 0.275089 0.0534995 0.120277
0.230222 0.0172449 0.0125453 0.0021689 0.00469968 0.276344 0.0537163 0.120751
0.231111 0.017188 0.0125453 0.00216921 0.00464268 0.277598 0.0539332 0.121221
0.232 0.0172072 0.0125453 0.00216951 0.00466187 0.278853 0.0541501 0.121685
0.232889 0.017237 0.0125453 0.0021698 0.00469173 0.280107 0.0543671 0.122151
0.233778 0.0172395 0.0125453 0.00217009 0.00469418 0.281362 0.0545841 0.12262
0.234667 0.0173475 0.0125453 0.00217036 0.0048022 0.282616 0.0548011 0.12309
0.235556 0.017223 0.0125453 0.00217063 0.00467769 0.283871 0.0550181 0.12357
0.236444 0.0172809 0.0125453 0.00217088 0.00473559 0.285125 0.0552352 0.124038
0.237333 0.0173636 0.0125453 0.00217113 0.00481829 0.28638 0.0554523 0.124511
0.238222 0.0171961 0.0125452 0.00217137 0.00465083 0.287634 0.0556694 0.124993
0.239111 0.0172726 0.0125452 0.0021716 0.00472742 0.288889 0.0558865 0.125458
0.24 0.0171984 0.0125452 0.00217182 0.00465321 0.290143 0.0561037 0.125931
0.240889 0.0171678 0.0125452 0.00217203 0.00462263 0.291398 0.0563209 0.126396
0.241778 0.0172818 0.0125451 0.00217223 0.00473666 0.292652 0.0565381 0.126858
0.242667 0.017326 0.0125451 0.00217243 0.00478095 0.293907 0.0567553 0.127332
0.243556 0.0172142 0.0125451 0.00217261 0.0046691 0.295161 0.0569725 0.12781
0.244444 0.017268 0.012545 0.00217279 0.00472297 0.296416 0.0571898 0.128277
0.245333 0.0171297 0.012545 0.00217295 0.00458469 0.29767 0.0574071 0.128749
0.246222 0.0173252 0.0125449 0.00217311 0.00478026 0.298925 0.0576244 0.129208
0.247111 0.0172263 0.0125449 0.00217326 0.00468137 0.300179 0.0578417 0.129686
0.248 0.0172645 0.0125449 0.00217341 0.00471965 0.301434 0.058059 0.130154
0.248889 0.017141 0.0125448 0.00217354 0.00459615 0.302688 0.0582764 0.130626
0.249778 0.0172327 0.0125448 0.00217367 0.00468792 0.303943 0.0584937 0.131086
0.250667 0.0172369 0.0125447 0.00217379 0.00469223 0.305197 0.0587111 0.131554
0.251556 0.0172816 0.0125447 0.0021739 0.0047369 0.306452 0.0589285 0.132024
0.252444 0.0172358 0.0125446 0.00217401 0.00469116 0.307706 0.0591458 0.132497
0.253333 0.0172646 0.0125446 0.00217411 0.00472001 0.308961 0.0593632 0.132966
